Date,Year,Month,Max,Min,Precip
1999.03,1999,3,34,19,68.90000153
1999.04,1999,4,30,18,131
1999.05,1999,5,32,20,110.9000015
1999.06,1999,6,27,18,190.1999969
1999.07,1999,7,23,11,39.5
1999.08,1999,8,20,11,56.40000153
1999.09,1999,9,18,7,27.20000076
1999.1,1999,10,18,4,16
1999.11,1999,11,23,6,2.299999952
1999.12,1999,12,28,12,17.20000076
2000.01,2000,1,27,14,112.6999969
2000.02,2000,2,29,15,72.30000305
2000.03,2000,3,32,18,77.69999695
2000.04,2000,4,32,20,173.8000031
2000.05,2000,5,29,19,170.6999969
2000.06,2000,6,26,16,147
2000.07,2000,7,25,15,90.59999847
2000.08,2000,8,20,9,27
2000.09,2000,9,18,6,22.60000038
2000.1,2000,10,18,3,18.89999962
2000.11,2000,11,23,7,1.100000024
2000.12,2000,12,26,9,5
2001.01,2001,1,28,15,64.09999847
2001.02,2001,2,28,16,114.0999985
2001.03,2001,3,32,19,89.19999695
2001.04,2001,4,33,20,146.6000061
2001.05,2001,5,33,21,113.1999969
2001.06,2001,6,29,18,135.3999939
2001.07,2001,7,24,14,101.1999969
2001.08,2001,8,19,9,62.79999924
2001.09,2001,9,19,7,36.90000153
2001.1,2001,10,20,5,8.399999619
2001.11,2001,11,25,9,5.300000191
2001.12,2001,12,23,11,40.40000153
2002.01,2002,1,27,15,49.40000153
2002.02,2002,2,29,17,88.19999695
2002.03,2002,3,32,18,78.69999695
2002.04,2002,4,32,19,103.1999969
2002.05,2002,5,30,19,141.5
2002.06,2002,6,29,18,120.9000015
2002.07,2002,7,24,13,56.09999847
2002.08,2002,8,22,10,48.5
2002.09,2002,9,17,5,9.5
2002.1,2002,10,19,5,12
2002.11,2002,11,24,8,1.5
2002.12,2002,12,28,10,2.5
2003.01,2003,1,30,16,111.5
2003.02,2003,2,31,18,69.30000305
2003.03,2003,3,30,19,147.1999969
2003.04,2003,4,33,21,73.19999695
2003.05,2003,5,33,20,75.30000305
2003.06,2003,6,28,18,149.8999939
2003.07,2003,7,25,14,74.40000153
2003.08,2003,8,22,10,22.29999924
2003.09,2003,9,20,10,23.5
2003.1,2003,10,20,4,8.600000381
2003.11,2003,11,21,5,2.299999952
2003.12,2003,12,29,10,4.699999809
2004.01,2004,1,30,16,50
2004.02,2004,2,34,18,15.19999981
2004.03,2004,3,32,19,69.09999847
2004.04,2004,4,35,21,98.40000153
2004.05,2004,5,30,19,76.19999695
2004.06,2004,6,31,18,83.69999695
2004.07,2004,7,25,15,109.4000015
2004.08,2004,8,18,7,42.5
2004.09,2004,9,19,6,11.39999962
2004.1,2004,10,20,6,3.900000095
2004.11,2004,11,23,7,1.600000024
2004.12,2004,12,29,11,8.199999809
2005.01,2005,1,30,15,7.300000191
2005.02,2005,2,30,17,80.5
2005.03,2005,3,32,20,79
2005.04,2005,4,35,21,69.09999847
2005.05,2005,5,32,21,76.19999695
2005.06,2005,6,28,17,142.1999969
2005.07,2005,7,24,12,126.8000031
2005.08,2005,8,22,8,19.79999924
2005.09,2005,9,18,9,27.5
2005.1,2005,10,21,5,5.5
2005.11,2005,11,23,7,3.200000048
2005.12,2005,12,25,8,13.60000038
2006.01,2006,1,27,13,34.70000076
